*EVALUATION : PASA1701BN SANTANDER_ANALISIS SENSIBILIDAD                              DSSAT Cropping System Model Ver. 4.6.1.000 -release      JUL 21, 2017; 08:17:42

@RUN EXCODE        TN RN CR   ADAPS   ADAPM   PD1PS   PD1PM   PDFPS   PDFPM   MDAPS   MDAPM   HWAMS   HWAMM   PWAMS   PWAMM   H#AMS   H#AMM   HWUMS   HWUMM   H#UMS   H#UMM   CWAMS   CWAMM   BWAMS   BWAMM   LAIXS   LAIXM   HIAMS   HIAMM   THAMS   THAMM   GNAMS   GNAMM   CNAMS   CNAMM   SNAMS   SNAMM   GN%MS   GN%MM   CWAAS   CWAAM   CNAAS   CNAAM   L#SMS   L#SMM   GL%MS   GL%MM   CHTAS   CHTAM   R8APS   R8APM   EDAPS   EDAPM
 151 PASA1701BN     5  1 BN      32     -99      35     -99      45     -99      73     -99    3266     -99    4160     -99     777     -99  0.4205     -99    4.30     -99    4792     -99    1530     -99    2.20     -99   0.682     -99   78.53     -99     120     -99     143     -99       6     -99    3.66     -99     680     -99      21     -99    6.26     -99    2.52     -99    0.35     -99      80     -99       6     -99
 152 PASA1701BN     5  1 BN      32     -99      34     -99      44     -99      71     -99    3228     -99    4145     -99     859     -99  0.3757     -99    4.30     -99    4813     -99    1590     -99    2.25     -99   0.671     -99   77.86     -99     119     -99     143     -99       6     -99    3.68     -99     722     -99      22     -99    6.29     -99    2.57     -99    0.35     -99      78     -99       6     -99
 153 PASA1701BN     5  1 BN      32     -99      34     -99      45     -99      71     -99    3097     -99    3982     -99     822     -99  0.3769     -99    4.30     -99    4660     -99    1560     -99    2.19     -99   0.664     -99   77.76     -99     114     -99     138     -99       7     -99    3.67     -99     685     -99      21     -99    6.26     -99    2.57     -99    0.35     -99      78     -99       6     -99
 154 PASA1701BN     5  1 BN      30     -99      32     -99      42     -99      67     -99    3027     -99    3846     -99     762     -99  0.3969     -99    4.30     -99    4454     -99    1430     -99    2.19     -99   0.680     -99   78.70     -99     112     -99     134     -99       6     -99    3.69     -99     629     -99      19     -99    6.09     -99    2.64     -99    0.35     -99      74     -99       5     -99
 155 PASA1701BN     5  1 BN      32     -99      35     -99      45     -99      71     -99    3084     -99    3936     -99     782     -99  0.3946     -99    4.30     -99    4556     -99    1470     -99    2.05     -99   0.677     -99   78.35     -99     113     -99     136     -99       6     -99    3.67     -99     644     -99      20     -99    6.11     -99    2.60     -99    0.34     -99      78     -99       6     -99
 156 PASA1701BN     5  1 BN      30     -99      33     -99      43     -99      70     -99    3023     -99    3862     -99     765     -99  0.3953     -99    4.30     -99    4437     -99    1410     -99    2.02     -99   0.681     -99   78.27     -99     111     -99     133     -99       5     -99    3.68     -99     584     -99      18     -99    5.98     -99    2.55     -99    0.33     -99      77     -99       5     -99
 157 PASA1701BN     5  1 BN      32     -99      35     -99      45     -99      72     -99    3242     -99    4151     -99     816     -99  0.3973     -99    4.30     -99    4792     -99    1550     -99    2.22     -99   0.676     -99   78.10     -99     119     -99     143     -99       6     -99    3.68     -99     662     -99      21     -99    6.14     -99    2.58     -99    0.33     -99      79     -99       6     -99
 158 PASA1701BN     5  1 BN      31     -99      33     -99      43     -99      69     -99    3105     -99    3945     -99     779     -99  0.3987     -99    4.30     -99    4581     -99    1480     -99    2.09     -99   0.678     -99   78.71     -99     114     -99     137     -99       6     -99    3.67     -99     668     -99      21     -99    6.12     -99    2.60     -99    0.33     -99      76     -99       5     -99
 159 PASA1701BN     5  1 BN      29     -99      31     -99      41     -99      66     -99    3032     -99    3882     -99     782     -99  0.3876     -99    4.30     -99    4474     -99    1440     -99    2.13     -99   0.678     -99   78.09     -99     112     -99     134     -99       6     -99    3.70     -99     618     -99      19     -99    6.12     -99    2.62     -99    0.36     -99      73     -99       5     -99
 160 PASA1701BN     5  1 BN      31     -99      34     -99      43     -99      68     -99    2885     -99    3679     -99     738     -99  0.3908     -99    4.30     -99    4221     -99    1340     -99    2.06     -99   0.684     -99   78.42     -99     107     -99     127     -99       5     -99    3.70     -99     565     -99      17     -99    6.14     -99    2.64     -99    0.35     -99      75     -99       6     -99
 161 PASA1701BN     6  1 BN      31     -99      34     -99      45     -99      72     -99    3099     -99    3926     -99     771     -99  0.4021     -99    4.30     -99    4625     -99    1530     -99    2.16     -99   0.670     -99   78.92     -99     113     -99     137     -99       7     -99    3.66     -99     656     -99      20     -99    6.29     -99    2.55     -99    0.36     -99      79     -99       5     -99
 162 PASA1701BN     6  1 BN      34     -99      37     -99      47     -99      75     -99    3109     -99    3946     -99     763     -99  0.4075     -99    4.30     -99    4602     -99    1490     -99    2.13     -99   0.676     -99   78.79     -99     114     -99     137     -99       6     -99    3.66     -99     686     -99      21     -99    6.37     -99    2.50     -99    0.36     -99      82     -99       6     -99
 163 PASA1701BN     6  1 BN      34     -99      37     -99      47     -99      73     -99    3172     -99    4035     -99     810     -99  0.3914     -99    4.30     -99    4726     -99    1550     -99    2.34     -99   0.671     -99   78.62     -99     117     -99     141     -99       7     -99    3.68     -99     736     -99      23     -99    6.44     -99    2.57     -99    0.37     -99      80     -99       6     -99
 164 PASA1701BN     6  1 BN      32     -99      35     -99      44     -99      71     -99    3212     -99    4069     -99     791     -99  0.4058     -99    4.30     -99    4757     -99    1540     -99    2.35     -99   0.675     -99   78.93     -99     118     -99     142     -99       7     -99    3.67     -99     693     -99      22     -99    6.49     -99    2.60     -99    0.39     -99      78     -99       6     -99
 165 PASA1701BN     6  1 BN      33     -99      36     -99      46     -99      73     -99    3217     -99    4082     -99     789     -99  0.4075     -99    4.30     -99    4736     -99    1520     -99    2.28     -99   0.679     -99   78.82     -99     118     -99     141     -99       6     -99    3.66     -99     713     -99      22     -99    6.34     -99    2.57     -99    0.35     -99      80     -99       5     -99
 166 PASA1701BN     6  1 BN      34     -99      36     -99      46     -99      74     -99    3071     -99    3903     -99     761     -99  0.4034     -99    4.30     -99    4575     -99    1500     -99    2.13     -99   0.671     -99   78.69     -99     112     -99     135     -99       6     -99    3.65     -99     727     -99      22     -99    6.35     -99    2.56     -99    0.34     -99      81     -99       5     -99
 167 PASA1701BN     6  1 BN      34     -99      37     -99      47     -99      74     -99    3125     -99    4021     -99     790     -99  0.3956     -99    4.30     -99    4684     -99    1560     -99    2.18     -99   0.667     -99   77.72     -99     115     -99     139     -99       6     -99    3.67     -99     746     -99      23     -99    6.53     -99    2.54     -99    0.37     -99      81     -99       6     -99
 168 PASA1701BN     6  1 BN      33     -99      35     -99      45     -99      71     -99    3283     -99    4162     -99     815     -99  0.4030     -99    4.30     -99    4892     -99    1610     -99    2.40     -99   0.671     -99   78.89     -99     121     -99     146     -99       7     -99    3.69     -99     768     -99      24     -99    6.64     -99    2.66     -99    0.40     -99      78     -99       6     -99
 169 PASA1701BN     6  1 BN      32     -99      35     -99      45     -99      72     -99    3148     -99    4041     -99     841     -99  0.3745     -99    4.30     -99    4709     -99    1560     -99    2.20     -99   0.669     -99   77.91     -99     116     -99     140     -99       6     -99    3.67     -99     693     -99      21     -99    6.34     -99    2.53     -99    0.36     -99      79     -99       5     -99
 170 PASA1701BN     6  1 BN      34     -99      36     -99      47     -99      74     -99    3094     -99    3994     -99     825     -99  0.3752     -99    4.30     -99    4685     -99    1590     -99    2.08     -99   0.660     -99   77.48     -99     113     -99     138     -99       7     -99    3.66     -99     753     -99      23     -99    6.50     -99    2.49     -99    0.36     -99      81     -99       5     -99
 171 PASA1701BN     6  1 BN      32     -99      35     -99      45     -99      72     -99    3097     -99    3956     -99     754     -99  0.4105     -99    4.30     -99    4582     -99    1490     -99    2.19     -99   0.676     -99   78.28     -99     113     -99     137     -99       6     -99    3.66     -99     669     -99      21     -99    6.23     -99    2.59     -99    0.35     -99      79     -99       5     -99
 172 PASA1701BN     6  1 BN      33     -99      35     -99      45     -99      70     -99    3299     -99    4235     -99     870     -99  0.3792     -99    4.30     -99    4957     -99    1660     -99    2.49     -99   0.666     -99   77.91     -99     122     -99     147     -99       7     -99    3.69     -99     805     -99      25     -99    6.67     -99    2.63     -99    0.41     -99      77     -99       6     -99
 173 PASA1701BN     6  1 BN      32     -99      35     -99      45     -99      71     -99    3212     -99    4148     -99     859     -99  0.3741     -99    4.30     -99    4861     -99    1650     -99    2.31     -99   0.661     -99   77.43     -99     118     -99     144     -99       7     -99    3.67     -99     767     -99      24     -99    6.52     -99    2.58     -99    0.38     -99      78     -99       5     -99
 174 PASA1701BN     6  1 BN      32     -99      35     -99      45     -99      70     -99    3178     -99    4052     -99     809     -99  0.3928     -99    4.30     -99    4684     -99    1510     -99    2.41     -99   0.679     -99   78.43     -99     117     -99     141     -99       6     -99    3.69     -99     675     -99      21     -99    6.38     -99    2.60     -99    0.38     -99      77     -99       6     -99
 175 PASA1701BN     6  1 BN      33     -99      36     -99      46     -99      73     -99    3198     -99    4113     -99     854     -99  0.3744     -99    4.30     -99    4789     -99    1590     -99    2.29     -99   0.668     -99   77.75     -99     117     -99     142     -99       7     -99    3.66     -99     710     -99      22     -99    6.41     -99    2.53     -99    0.36     -99      80     -99       6     -99
 176 PASA1701BN     6  1 BN      34     -99      37     -99      47     -99      73     -99    3208     -99    4153     -99     868     -99  0.3697     -99    4.30     -99    4876     -99    1670     -99    2.32     -99   0.658     -99   77.24     -99     118     -99     144     -99       7     -99    3.67     -99     787     -99      25     -99    6.49     -99    2.58     -99    0.36     -99      80     -99       6     -99
 177 PASA1701BN     6  1 BN      35     -99      38     -99      49     -99      77     -99    3383     -99    4311     -99     829     -99  0.4082     -99    4.30     -99    5063     -99    1680     -99    2.35     -99   0.668     -99   78.48     -99     123     -99     150     -99       7     -99    3.65     -99     801     -99      25     -99    6.53     -99    2.46     -99    0.36     -99      84     -99       6     -99
 178 PASA1701BN     6  1 BN      33     -99      36     -99      46     -99      73     -99    3171     -99    4061     -99     827     -99  0.3833     -99    4.30     -99    4727     -99    1560     -99    2.10     -99   0.671     -99   78.09     -99     116     -99     141     -99       6     -99    3.67     -99     726     -99      23     -99    6.33     -99    2.56     -99    0.34     -99      80     -99       5     -99
 179 PASA1701BN     6  1 BN      31     -99      33     -99      43     -99      69     -99    3213     -99    4074     -99     797     -99  0.4033     -99    4.30     -99    4747     -99    1530     -99    2.28     -99   0.677     -99   78.86     -99     118     -99     142     -99       6     -99    3.68     -99     720     -99      22     -99    6.50     -99    2.63     -99    0.39     -99      76     -99       5     -99
 180 PASA1701BN     6  1 BN      35     -99      38     -99      48     -99      76     -99    3193     -99    4098     -99     834     -99  0.3826     -99    4.30     -99    4794     -99    1600     -99    2.02     -99   0.666     -99   77.91     -99     117     -99     142     -99       7     -99    3.66     -99     744     -99      23     -99    6.32     -99    2.52     -99    0.34     -99      83     -99       5     -99
 181 PASA1701BN     6  1 BN      34     -99      37     -99      47     -99      74     -99    3410     -99    4378     -99     900     -99  0.3790     -99    4.30     -99    5116     -99    1710     -99    2.46     -99   0.667     -99   77.90     -99     125     -99     152     -99       7     -99    3.67     -99     802     -99      25     -99    6.50     -99    2.54     -99    0.36     -99      81     -99       6     -99
 182 PASA1701BN     6  1 BN      33     -99      36     -99      46     -99      73     -99    3464     -99    4424     -99     833     -99  0.4156     -99    4.30     -99    5137     -99    1670     -99    2.41     -99   0.674     -99   78.28     -99     127     -99     153     -99       7     -99    3.68     -99     789     -99      25     -99    6.56     -99    2.59     -99    0.38     -99      80     -99       6     -99
 183 PASA1701BN     6  1 BN      33     -99      36     -99      46     -99      74     -99    3522     -99    4490     -99     839     -99  0.4200     -99    4.30     -99    5181     -99    1660     -99    2.48     -99   0.680     -99   78.44     -99     129     -99     155     -99       7     -99    3.66     -99     762     -99      24     -99    6.51     -99    2.51     -99    0.38     -99      81     -99       6     -99
 184 PASA1701BN     6  1 BN      33     -99      36     -99      46     -99      72     -99    3438     -99    4416     -99     914     -99  0.3760     -99    4.30     -99    5140     -99    1700     -99    2.51     -99   0.669     -99   77.86     -99     126     -99     153     -99       7     -99    3.68     -99     804     -99      25     -99    6.52     -99    2.57     -99    0.37     -99      79     -99       6     -99
 185 PASA1701BN     6  1 BN      33     -99      36     -99      46     -99      73     -99    3432     -99    4377     -99     876     -99  0.3919     -99    4.30     -99    5111     -99    1680     -99    2.47     -99   0.672     -99   78.42     -99     126     -99     152     -99       7     -99    3.67     -99     766     -99      24     -99    6.49     -99    2.57     -99    0.37     -99      80     -99       6     -99
 186 PASA1701BN     6  1 BN      31     -99      34     -99      43     -99      69     -99    3318     -99    4205     -99     819     -99  0.4049     -99    4.30     -99    4924     -99    1610     -99    2.49     -99   0.674     -99   78.90     -99     122     -99     147     -99       7     -99    3.68     -99     710     -99      22     -99    6.33     -99    2.65     -99    0.37     -99      76     -99       5     -99
 187 PASA1701BN     6  1 BN      33     -99      36     -99      46     -99      73     -99    3393     -99    4305     -99     840     -99  0.4042     -99    4.30     -99    4984     -99    1590     -99    2.32     -99   0.681     -99   78.83     -99     125     -99     149     -99       6     -99    3.67     -99     725     -99      22     -99    6.34     -99    2.60     -99    0.35     -99      80     -99       6     -99
 188 PASA1701BN     6  1 BN      32     -99      34     -99      44     -99      71     -99    3284     -99    4241     -99     874     -99  0.3757     -99    4.30     -99    4932     -99    1650     -99    2.32     -99   0.666     -99   77.44     -99     121     -99     146     -99       7     -99    3.67     -99     745     -99      23     -99    6.45     -99    2.56     -99    0.37     -99      78     -99       5     -99
 189 PASA1701BN     6  1 BN      34     -99      36     -99      47     -99      73     -99    3481     -99    4496     -99     912     -99  0.3818     -99    4.30     -99    5256     -99    1770     -99    2.51     -99   0.662     -99   77.43     -99     128     -99     156     -99       7     -99    3.68     -99     828     -99      26     -99    6.61     -99    2.59     -99    0.38     -99      80     -99       6     -99
 190 PASA1701BN     6  1 BN      32     -99      35     -99      44     -99      71     -99    3414     -99    4330     -99     844     -99  0.4046     -99    4.30     -99    5054     -99    1640     -99    2.37     -99   0.675     -99   78.84     -99     125     -99     150     -99       7     -99    3.66     -99     752     -99      23     -99    6.35     -99    2.61     -99    0.35     -99      78     -99       5     -99
 191 PASA1701BN     6  1 BN      30     -99      33     -99      42     -99      68     -99    3411     -99    4332     -99     851     -99  0.4009     -99    4.30     -99    4987     -99    1580     -99    2.42     -99   0.684     -99   78.75     -99     126     -99     150     -99       6     -99    3.70     -99     706     -99      22     -99    6.39     -99    2.61     -99    0.39     -99      75     -99       5     -99
 192 PASA1701BN     6  1 BN      33     -99      35     -99      45     -99      70     -99    3248     -99    4152     -99     836     -99  0.3884     -99    4.30     -99    4795     -99    1550     -99    2.35     -99   0.677     -99   78.23     -99     120     -99     144     -99       6     -99    3.70     -99     693     -99      22     -99    6.63     -99    2.63     -99    0.42     -99      77     -99       6     -99
 193 PASA1701BN     7  1 BN      33     -99      36     -99      46     -99      73     -99    3386     -99    4297     -99     839     -99  0.4038     -99    4.30     -99    5048     -99    1660     -99    2.37     -99   0.671     -99   78.81     -99     124     -99     149     -99       7     -99    3.66     -99     806     -99      25     -99    6.73     -99    2.55     -99    0.41     -99      80     -99       5     -99
 194 PASA1701BN     7  1 BN      36     -99      38     -99      49     -99      77     -99    3339     -99    4237     -99     802     -99  0.4162     -99    4.30     -99    4991     -99    1650     -99    2.32     -99   0.669     -99   78.81     -99     122     -99     147     -99       7     -99    3.65     -99     835     -99      26     -99    6.82     -99    2.52     -99    0.39     -99      84     -99       6     -99
 195 PASA1701BN     7  1 BN      35     -99      38     -99      48     -99      75     -99    3396     -99    4305     -99     848     -99  0.4006     -99    4.30     -99    5116     -99    1720     -99    2.58     -99   0.664     -99   78.90     -99     124     -99     151     -99       8     -99    3.66     -99     810     -99      25     -99    6.66     -99    2.59     -99    0.40     -99      82     -99       6     -99
 196 PASA1701BN     7  1 BN      34     -99      36     -99      46     -99      72     -99    3409     -99    4325     -99     841     -99  0.4052     -99    4.30     -99    5073     -99    1660     -99    2.53     -99   0.672     -99   78.81     -99     125     -99     151     -99       7     -99    3.67     -99     852     -99      27     -99    6.97     -99    2.59     -99    0.43     -99      79     -99       6     -99
 197 PASA1701BN     7  1 BN      34     -99      37     -99      47     -99      74     -99    3434     -99    4356     -99     844     -99  0.4067     -99    4.30     -99    5058     -99    1620     -99    2.53     -99   0.679     -99   78.82     -99     126     -99     151     -99       7     -99    3.66     -99     792     -99      25     -99    6.59     -99    2.57     -99    0.38     -99      81     -99       5     -99
 198 PASA1701BN     7  1 BN      35     -99      38     -99      48     -99      75     -99    3279     -99    4170     -99     803     -99  0.4083     -99    4.30     -99    4908     -99    1630     -99    2.36     -99   0.668     -99   78.65     -99     120     -99     145     -99       7     -99    3.65     -99     804     -99      25     -99    6.59     -99    2.56     -99    0.37     -99      82     -99       5     -99
 199 PASA1701BN     7  1 BN      35     -99      38     -99      48     -99      75     -99    3320     -99    4261     -99     838     -99  0.3963     -99    4.30     -99    4981     -99    1660     -99    2.42     -99   0.666     -99   77.91     -99     122     -99     148     -99       7     -99    3.67     -99     823     -99      26     -99    6.76     -99    2.55     -99    0.39     -99      82     -99       6     -99
 200 PASA1701BN     7  1 BN      34     -99      37     -99      46     -99      72     -99    3490     -99    4424     -99     868     -99  0.4021     -99    4.30     -99    5210     -99    1720     -99    2.64     -99   0.670     -99   78.88     -99     129     -99     155     -99       7     -99    3.69     -99     851     -99      27     -99    6.88     -99    2.65     -99    0.43     -99      79     -99       6     -99
 201 PASA1701BN     7  1 BN      34     -99      36     -99      46     -99      73     -99    3325     -99    4282     -99     902     -99  0.3685     -99    4.30     -99    5054     -99    1730     -99    2.39     -99   0.658     -99   77.66     -99     122     -99     149     -99       8     -99    3.66     -99     848     -99      27     -99    6.80     -99    2.54     -99    0.41     -99      80     -99       5     -99
 202 PASA1701BN     7  1 BN      35     -99      38     -99      48     -99      76     -99    3392     -99    4343     -99     875     -99  0.3875     -99    4.30     -99    5084     -99    1690     -99    2.31     -99   0.667     -99   78.10     -99     124     -99     150     -99       7     -99    3.66     -99     829     -99      26     -99    6.73     -99    2.48     -99    0.38     -99      83     -99       5     -99
 203 PASA1701BN     7  1 BN      34     -99      36     -99      47     -99      74     -99    3411     -99    4370     -99     847     -99  0.4028     -99    4.30     -99    5129     -99    1720     -99    2.44     -99   0.665     -99   78.06     -99     125     -99     152     -99       7     -99    3.67     -99     835     -99      26     -99    6.75     -99    2.57     -99    0.40     -99      81     -99       5     -99
 204 PASA1701BN     7  1 BN      34     -99      36     -99      46     -99      71     -99    3470     -99    4448     -99     911     -99  0.3809     -99    4.30     -99    5225     -99    1760     -99    2.71     -99   0.664     -99   78.02     -99     128     -99     155     -99       7     -99    3.69     -99     889     -99      28     -99    6.91     -99    2.62     -99    0.42     -99      78     -99       6     -99
 205 PASA1701BN     7  1 BN      33     -99      36     -99      46     -99      73     -99    3490     -99    4477     -99     910     -99  0.3837     -99    4.30     -99    5240     -99    1750     -99    2.55     -99   0.666     -99   77.95     -99     128     -99     155     -99       7     -99    3.67     -99     849     -99      27     -99    6.76     -99    2.58     -99    0.40     -99      80     -99       5     -99
 206 PASA1701BN     7  1 BN      34     -99      36     -99      46     -99      72     -99    3444     -99    4373     -99     867     -99  0.3971     -99    4.30     -99    5112     -99    1670     -99    2.62     -99   0.674     -99   78.75     -99     127     -99     152     -99       7     -99    3.68     -99     836     -99      26     -99    6.86     -99    2.60     -99    0.42     -99      79     -99       6     -99
 207 PASA1701BN     7  1 BN      34     -99      37     -99      47     -99      75     -99    3498     -99    4463     -99     902     -99  0.3877     -99    4.30     -99    5192     -99    1690     -99    2.52     -99   0.674     -99   78.38     -99     128     -99     154     -99       7     -99    3.66     -99     789     -99      25     -99    6.66     -99    2.52     -99    0.38     -99      82     -99       6     -99
 208 PASA1701BN     7  1 BN      35     -99      38     -99      48     -99      75     -99    3545     -99    4548     -99     927     -99  0.3823     -99    4.30     -99    5324     -99    1780     -99    2.56     -99   0.666     -99   77.95     -99     130     -99     158     -99       7     -99    3.67     -99     847     -99      27     -99    6.68     -99    2.57     -99    0.39     -99      82     -99       6     -99
 209 PASA1701BN     7  1 BN      36     -99      39     -99      50     -99      79     -99    3641     -99    4618     -99     875     -99  0.4163     -99    4.30     -99    5501     -99    1860     -99    2.58     -99   0.662     -99   78.85     -99     132     -99     161     -99       9     -99    3.63     -99     879     -99      28     -99    6.75     -99    2.49     -99    0.39     -99      86     -99       6     -99
 210 PASA1701BN     7  1 BN      35     -99      37     -99      47     -99      74     -99    3366     -99    4335     -99     897     -99  0.3750     -99    4.30     -99    5106     -99    1740     -99    2.32     -99   0.659     -99   77.63     -99     123     -99     151     -99       7     -99    3.67     -99     877     -99      27     -99    6.77     -99    2.57     -99    0.39     -99      81     -99       5     -99
 211 PASA1701BN     7  1 BN      32     -99      34     -99      44     -99      70     -99    3424     -99    4342     -99     850     -99  0.4027     -99    4.30     -99    5064     -99    1640     -99    2.53     -99   0.676     -99   78.85     -99     126     -99     151     -99       7     -99    3.68     -99     800     -99      25     -99    6.75     -99    2.64     -99    0.42     -99      77     -99       5     -99
 212 PASA1701BN     7  1 BN      36     -99      39     -99      50     -99      77     -99    3392     -99    4339     -99     877     -99  0.3867     -99    4.30     -99    5081     -99    1690     -99    2.24     -99   0.668     -99   78.16     -99     124     -99     150     -99       7     -99    3.66     -99     819     -99      26     -99    6.53     -99    2.51     -99    0.35     -99      84     -99       5     -99
 213 PASA1701BN     7  1 BN      35     -99      38     -99      48     -99      76     -99    3740     -99    4760     -99     954     -99  0.3920     -99    4.30     -99    5557     -99    1820     -99    2.70     -99   0.673     -99   78.57     -99     137     -99     165     -99       8     -99    3.67     -99     886     -99      28     -99    6.73     -99    2.53     -99    0.39     -99      83     -99       6     -99
 214 PASA1701BN     7  1 BN      34     -99      37     -99      47     -99      74     -99    3658     -99    4673     -99     877     -99  0.4173     -99    4.30     -99    5438     -99    1780     -99    2.65     -99   0.673     -99   78.28     -99     135     -99     162     -99       7     -99    3.68     -99     869     -99      27     -99    6.78     -99    2.59     -99    0.40     -99      81     -99       6     -99
 215 PASA1701BN     7  1 BN      35     -99      37     -99      48     -99      76     -99    3788     -99    4827     -99     897     -99  0.4223     -99    4.30     -99    5632     -99    1840     -99    2.69     -99   0.673     -99   78.48     -99     139     -99     167     -99       8     -99    3.66     -99     930     -99      29     -99    6.97     -99    2.52     -99    0.42     -99      83     -99       6     -99
 216 PASA1701BN     7  1 BN      34     -99      37     -99      47     -99      74     -99    3756     -99    4784     -99     966     -99  0.3888     -99    4.30     -99    5568     -99    1810     -99    2.75     -99   0.675     -99   78.52     -99     138     -99     166     -99       7     -99    3.68     -99     889     -99      28     -99    6.75     -99    2.56     -99    0.40     -99      81     -99       6     -99
 217 PASA1701BN     7  1 BN      34     -99      37     -99      47     -99      74     -99    3643     -99    4638     -99     919     -99  0.3964     -99    4.30     -99    5433     -99    1790     -99    2.72     -99   0.670     -99   78.53     -99     134     -99     161     -99       8     -99    3.67     -99     847     -99      27     -99    6.70     -99    2.57     -99    0.39     -99      81     -99       6     -99
 218 PASA1701BN     7  1 BN      32     -99      35     -99      45     -99      70     -99    3539     -99    4484     -99     869     -99  0.4070     -99    4.30     -99    5269     -99    1730     -99    2.76     -99   0.672     -99   78.91     -99     130     -99     157     -99       8     -99    3.68     -99     794     -99      25     -99    6.58     -99    2.65     -99    0.40     -99      77     -99       5     -99
 219 PASA1701BN     7  1 BN      35     -99      38     -99      48     -99      74     -99    3605     -99    4599     -99     919     -99  0.3922     -99    4.30     -99    5371     -99    1770     -99    2.54     -99   0.671     -99   78.39     -99     132     -99     159     -99       7     -99    3.67     -99     879     -99      28     -99    6.78     -99    2.59     -99    0.40     -99      81     -99       6     -99
 220 PASA1701BN     7  1 BN      33     -99      35     -99      45     -99      72     -99    3506     -99    4524     -99     932     -99  0.3763     -99    4.30     -99    5278     -99    1770     -99    2.58     -99   0.664     -99   77.49     -99     129     -99     156     -99       7     -99    3.67     -99     828     -99      26     -99    6.68     -99    2.55     -99    0.40     -99      79     -99       5     -99
 221 PASA1701BN     7  1 BN      35     -99      38     -99      48     -99      74     -99    3688     -99    4758     -99     972     -99  0.3793     -99    4.30     -99    5572     -99    1880     -99    2.77     -99   0.662     -99   77.51     -99     136     -99     165     -99       8     -99    3.68     -99     909     -99      29     -99    6.81     -99    2.59     -99    0.40     -99      81     -99       6     -99
 222 PASA1701BN     7  1 BN      33     -99      36     -99      46     -99      72     -99    3638     -99    4614     -99     899     -99  0.4045     -99    4.30     -99    5397     -99    1760     -99    2.63     -99   0.674     -99   78.84     -99     133     -99     160     -99       7     -99    3.67     -99     837     -99      26     -99    6.59     -99    2.59     -99    0.38     -99      79     -99       5     -99
 223 PASA1701BN     7  1 BN      31     -99      34     -99      43     -99      69     -99    3621     -99    4591     -99     899     -99  0.4027     -99    4.30     -99    5329     -99    1710     -99    2.67     -99   0.680     -99   78.86     -99     134     -99     160     -99       7     -99    3.69     -99     792     -99      25     -99    6.65     -99    2.63     -99    0.42     -99      76     -99       5     -99
 224 PASA1701BN     7  1 BN      34     -99      37     -99      46     -99      71     -99    3442     -99    4394     -99     878     -99  0.3921     -99    4.30     -99    5084     -99    1640     -99    2.58     -99   0.677     -99   78.33     -99     127     -99     153     -99       6     -99    3.70     -99     768     -99      24     -99    6.87     -99    2.63     -99    0.44     -99      78     -99       6     -99
 225 PASA1701BN     8  1 BN      34     -99      37     -99      47     -99      74     -99    3549     -99    4501     -99     879     -99  0.4039     -99    4.30     -99    5315     -99    1770     -99    2.56     -99   0.668     -99   78.83     -99     130     -99     157     -99       8     -99    3.66     -99     887     -99      28     -99    6.97     -99    2.56     -99    0.43     -99      81     -99       5     -99
 226 PASA1701BN     8  1 BN      37     -99      40     -99      50     -99      78     -99    3524     -99    4472     -99     844     -99  0.4176     -99    4.30     -99    5281     -99    1760     -99    2.54     -99   0.667     -99   78.80     -99     129     -99     156     -99       8     -99    3.65     -99     909     -99      29     -99    7.02     -99    2.51     -99    0.41     -99      85     -99       6     -99
 227 PASA1701BN     8  1 BN      37     -99      39     -99      50     -99      76     -99    3538     -99    4485     -99     882     -99  0.4013     -99    4.30     -99    5393     -99    1860     -99    2.76     -99   0.656     -99   78.89     -99     130     -99     158     -99       9     -99    3.67     -99     971     -99      31     -99    7.11     -99    2.58     -99    0.42     -99      83     -99       6     -99
 228 PASA1701BN     8  1 BN      35     -99      37     -99      47     -99      73     -99    3574     -99    4554     -99     897     -99  0.3986     -99    4.30     -99    5367     -99    1790     -99    2.74     -99   0.666     -99   78.48     -99     131     -99     159     -99       8     -99    3.67     -99     936     -99      30     -99    7.22     -99    2.59     -99    0.45     -99      80     -99       6     -99
 229 PASA1701BN     8  1 BN      36     -99      38     -99      48     -99      75     -99    3609     -99    4605     -99     908     -99  0.3976     -99    4.30     -99    5405     -99    1800     -99    2.71     -99   0.668     -99   78.38     -99     132     -99     160     -99       8     -99    3.66     -99     960     -99      30     -99    7.05     -99    2.56     -99    0.43     -99      82     -99       5     -99
 230 PASA1701BN     8  1 BN      37     -99      39     -99      49     -99      77     -99    3551     -99    4520     -99     866     -99  0.4098     -99    4.30     -99    5354     -99    1800     -99    2.53     -99   0.663     -99   78.57     -99     130     -99     157     -99       8     -99    3.65     -99     958     -99      30     -99    7.03     -99    2.56     -99    0.42     -99      84     -99       5     -99
 231 PASA1701BN     8  1 BN      37     -99      39     -99      50     -99      77     -99    3547     -99    4540     -99     889     -99  0.3990     -99    4.30     -99    5374     -99    1830     -99    2.59     -99   0.660     -99   78.12     -99     130     -99     158     -99       8     -99    3.67     -99     983     -99      31     -99    7.20     -99    2.55     -99    0.43     -99      84     -99       6     -99
