*EVALUATION : PASA1701BN PALMIRA_ANALISIS SENSIBILIDAD                                DSSAT Cropping System Model Ver. 4.6.1.000 -release      JUL 11, 2017; 13:37:20

@RUN EXCODE        TN RN CR   ADAPS   ADAPM   PD1PS   PD1PM   PDFPS   PDFPM   MDAPS   MDAPM   HWAMS   HWAMM   PWAMS   PWAMM   H#AMS   H#AMM   HWUMS   HWUMM   H#UMS   H#UMM   CWAMS   CWAMM   BWAMS   BWAMM   LAIXS   LAIXM   HIAMS   HIAMM   THAMS   THAMM   GNAMS   GNAMM   CNAMS   CNAMM   SNAMS   SNAMM   GN%MS   GN%MM   CWAAS   CWAAM   CNAAS   CNAAM   L#SMS   L#SMM   GL%MS   GL%MM   CHTAS   CHTAM   R8APS   R8APM   EDAPS   EDAPM
 235 PASA1701BN     8  1 BN      31     -99      33     -99      41     -99      62     -99    3025     -99    3888     -99     975     -99  0.3104     -99    4.30     -99    4774     -99    1750     -99    2.84     -99   0.634     -99   77.80     -99     117     -99     143     -99       9     -99    3.86     -99     921     -99      30     -99    7.81     -99    2.73     -99    0.56     -99      69     -99       5     -99
 236 PASA1701BN     8  1 BN      30     -99      33     -99      41     -99      61     -99    2999     -99    3867     -99     973     -99  0.3083     -99    4.30     -99    4713     -99    1710     -99    3.02     -99   0.636     -99   77.55     -99     117     -99     142     -99       8     -99    3.91     -99     914     -99      29     -99    7.70     -99    2.67     -99    0.55     -99      68     -99       5     -99
 237 PASA1701BN     8  1 BN      31     -99      33     -99      41     -99      62     -99    3085     -99    3989     -99    1002     -99  0.3078     -99    4.30     -99    4945     -99    1860     -99    2.93     -99   0.624     -99   77.33     -99     121     -99     147     -99       9     -99    3.91     -99    1012     -99      33     -99    7.93     -99    2.65     -99    0.57     -99      69     -99       5     -99
 238 PASA1701BN     8  1 BN      31     -99      33     -99      42     -99      62     -99    3078     -99    3991     -99    1003     -99  0.3068     -99    4.30     -99    4887     -99    1810     -99    2.92     -99   0.630     -99   77.12     -99     119     -99     146     -99       9     -99    3.85     -99     976     -99      31     -99    7.79     -99    2.76     -99    0.56     -99      69     -99       5     -99
 239 PASA1701BN     8  1 BN      31     -99      33     -99      42     -99      63     -99    3214     -99    4117     -99    1002     -99  0.3209     -99    4.30     -99    5000     -99    1790     -99    2.95     -99   0.643     -99   78.07     -99     124     -99     150     -99       8     -99    3.87     -99     971     -99      31     -99    7.77     -99    2.72     -99    0.55     -99      70     -99       5     -99
 240 PASA1701BN     8  1 BN      31     -99      33     -99      41     -99      62     -99    3139     -99    4021     -99     994     -99  0.3159     -99    4.30     -99    4936     -99    1800     -99    2.96     -99   0.636     -99   78.05     -99     120     -99     147     -99       9     -99    3.83     -99     987     -99      32     -99    7.83     -99    2.77     -99    0.56     -99      69     -99       5     -99
 241 PASA1701BN     8  1 BN      31     -99      33     -99      41     -99      63     -99    3229     -99    4134     -99    1003     -99  0.3220     -99    4.30     -99    5009     -99    1780     -99    2.96     -99   0.645     -99   78.10     -99     124     -99     150     -99       8     -99    3.84     -99     948     -99      30     -99    7.77     -99    2.74     -99    0.56     -99      70     -99       5     -99
 242 PASA1701BN     8  1 BN      31     -99      33     -99      41     -99      62     -99    3110     -99    3968     -99     985     -99  0.3158     -99    4.30     -99    4899     -99    1790     -99    2.91     -99   0.635     -99   78.39     -99     119     -99     145     -99       9     -99    3.82     -99     993     -99      32     -99    7.85     -99    2.76     -99    0.56     -99      69     -99       5     -99
 243 PASA1701BN     8  1 BN      30     -99      32     -99      40     -99      61     -99    3059     -99    3963     -99    1002     -99  0.3052     -99    4.30     -99    4856     -99    1800     -99    3.00     -99   0.630     -99   77.19     -99     118     -99     144     -99       9     -99    3.85     -99     941     -99      30     -99    7.80     -99    2.75     -99    0.56     -99      68     -99       5     -99
 244 PASA1701BN     8  1 BN      31     -99      33     -99      42     -99      63     -99    3233     -99    4123     -99    1002     -99  0.3226     -99    4.30     -99    5000     -99    1770     -99    3.01     -99   0.647     -99   78.40     -99     123     -99     149     -99       8     -99    3.80     -99     950     -99      30     -99    7.65     -99    2.78     -99    0.53     -99      70     -99       5     -99
 245 PASA1701BN     8  1 BN      31     -99      33     -99      42     -99      63     -99    3300     -99    4221     -99    1030     -99  0.3203     -99    4.30     -99    5076     -99    1780     -99    3.03     -99   0.650     -99   78.17     -99     125     -99     152     -99       8     -99    3.80     -99     965     -99      31     -99    7.66     -99    2.77     -99    0.56     -99      70     -99       5     -99
 246 PASA1701BN     8  1 BN      30     -99      32     -99      41     -99      62     -99    3276     -99    4183     -99     997     -99  0.3286     -99    4.30     -99    5042     -99    1770     -99    3.07     -99   0.650     -99   78.31     -99     125     -99     151     -99       8     -99    3.83     -99     949     -99      30     -99    7.71     -99    2.77     -99    0.55     -99      69     -99       5     -99
 247 PASA1701BN     8  1 BN      30     -99      33     -99      41     -99      63     -99    3222     -99    4079     -99     893     -99  0.3607     -99    4.30     -99    4993     -99    1770     -99    2.99     -99   0.645     -99   78.99     -99     121     -99     147     -99       9     -99    3.76     -99     904     -99      29     -99    7.68     -99    2.81     -99    0.55     -99      70     -99       5     -99
 248 PASA1701BN     8  1 BN      30     -99      32     -99      40     -99      61     -99    3180     -99    4073     -99    1002     -99  0.3173     -99    4.30     -99    4963     -99    1780     -99    3.11     -99   0.641     -99   78.06     -99     121     -99     147     -99       9     -99    3.81     -99     957     -99      31     -99    7.76     -99    2.78     -99    0.56     -99      68     -99       5     -99
 249 PASA1701BN     8  1 BN      30     -99      32     -99      41     -99      62     -99    3282     -99    4185     -99    1014     -99  0.3236     -99    4.30     -99    5049     -99    1770     -99    3.03     -99   0.650     -99   78.42     -99     127     -99     152     -99       8     -99    3.86     -99     917     -99      29     -99    7.75     -99    2.69     -99    0.56     -99      69     -99       5     -99
 250 PASA1701BN     8  1 BN      30     -99      32     -99      41     -99      61     -99    3154     -99    4049     -99    1004     -99  0.3142     -99    4.30     -99    4925     -99    1770     -99    3.10     -99   0.640     -99   77.89     -99     122     -99     148     -99       8     -99    3.86     -99     933     -99      30     -99    7.74     -99    2.75     -99    0.56     -99      68     -99       5     -99
 251 PASA1701BN     8  1 BN      30     -99      33     -99      41     -99      62     -99    3312     -99    4200     -99    1004     -99  0.3297     -99    4.30     -99    5112     -99    1800     -99    3.14     -99   0.648     -99   78.86     -99     126     -99     152     -99       9     -99    3.80     -99     949     -99      31     -99    7.65     -99    2.77     -99    0.55     -99      69     -99       5     -99
 252 PASA1701BN     8  1 BN      30     -99      33     -99      41     -99      62     -99    3340     -99    4241     -99     982     -99  0.3401     -99    4.30     -99    5086     -99    1750     -99    3.10     -99   0.657     -99   78.75     -99     128     -99     153     -99       8     -99    3.82     -99     919     -99      29     -99    7.68     -99    2.76     -99    0.55     -99      69     -99       5     -99
 253 PASA1701BN     8  1 BN      31     -99      33     -99      41     -99      62     -99    3233     -99    4159     -99    1037     -99  0.3118     -99    4.30     -99    5066     -99    1830     -99    3.05     -99   0.638     -99   77.75     -99     123     -99     150     -99       9     -99    3.81     -99    1024     -99      33     -99    7.83     -99    2.79     -99    0.56     -99      69     -99       5     -99
 254 PASA1701BN     8  1 BN      31     -99      33     -99      41     -99      62     -99    3264     -99    4179     -99    1047     -99  0.3116     -99    4.30     -99    5199     -99    1930     -99    3.03     -99   0.628     -99   78.10     -99     125     -99     153     -99      10     -99    3.83     -99    1068     -99      34     -99    7.92     -99    2.78     -99    0.57     -99      69     -99       5     -99
 255 PASA1701BN     8  1 BN      30     -99      32     -99      40     -99      61     -99    3127     -99    4010     -99     979     -99  0.3195     -99    4.30     -99    4892     -99    1760     -99    3.04     -99   0.639     -99   77.98     -99     120     -99     146     -99       8     -99    3.82     -99     963     -99      31     -99    7.82     -99    2.77     -99    0.57     -99      68     -99       5     -99
 256 PASA1701BN     8  1 BN      30     -99      33     -99      41     -99      61     -99    3279     -99    4186     -99    1012     -99  0.3240     -99    4.30     -99    5140     -99    1860     -99    3.18     -99   0.638     -99   78.34     -99     128     -99     155     -99       9     -99    3.92     -99     971     -99      31     -99    7.69     -99    2.66     -99    0.55     -99      68     -99       5     -99
 257 PASA1701BN     9  1 BN      31     -99      34     -99      42     -99      63     -99    3135     -99    3993     -99     953     -99  0.3288     -99    4.30     -99    4857     -99    1720     -99    3.08     -99   0.645     -99   78.50     -99     120     -99     145     -99       8     -99    3.83     -99     958     -99      31     -99    7.95     -99    2.75     -99    0.60     -99      70     -99       5     -99
 258 PASA1701BN     9  1 BN      32     -99      34     -99      43     -99      63     -99    2933     -99    3774     -99     956     -99  0.3067     -99    4.30     -99    4620     -99    1690     -99    2.98     -99   0.635     -99   77.71     -99     112     -99     137     -99       8     -99    3.82     -99     956     -99      31     -99    7.93     -99    2.77     -99    0.57     -99      70     -99       5     -99
 259 PASA1701BN     9  1 BN      32     -99      34     -99      42     -99      63     -99    3011     -99    3862     -99     945     -99  0.3186     -99    4.30     -99    4765     -99    1750     -99    3.00     -99   0.632     -99   77.97     -99     116     -99     142     -99       9     -99    3.86     -99    1038     -99      33     -99    8.22     -99    2.74     -99    0.60     -99      70     -99       5     -99
 260 PASA1701BN     9  1 BN      31     -99      34     -99      42     -99      62     -99    3047     -99    3910     -99     961     -99  0.3172     -99    4.30     -99    4810     -99    1760     -99    3.05     -99   0.633     -99   77.93     -99     117     -99     143     -99       8     -99    3.86     -99     975     -99      32     -99    8.02     -99    2.74     -99    0.61     -99      69     -99       5     -99
 261 PASA1701BN     9  1 BN      32     -99      34     -99      43     -99      64     -99    3210     -99    4070     -99     957     -99  0.3355     -99    4.30     -99    4952     -99    1740     -99    3.05     -99   0.648     -99   78.87     -99     122     -99     147     -99       8     -99    3.80     -99    1016     -99      33     -99    8.01     -99    2.77     -99    0.57     -99      71     -99       5     -99
 262 PASA1701BN     9  1 BN      32     -99      34     -99      43     -99      64     -99    3226     -99    4087     -99     974     -99  0.3313     -99    4.30     -99    5032     -99    1810     -99    3.11     -99   0.641     -99   78.92     -99     123     -99     149     -99       9     -99    3.80     -99    1018     -99      33     -99    7.98     -99    2.80     -99    0.59     -99      71     -99       5     -99
 263 PASA1701BN     9  1 BN      31     -99      34     -99      42     -99      63     -99    3095     -99    3924     -99     942     -99  0.3285     -99    4.30     -99    4933     -99    1840     -99    3.01     -99   0.627     -99   78.87     -99     117     -99     144     -99      10     -99    3.78     -99     989     -99      32     -99    8.00     -99    2.82     -99    0.58     -99      70     -99       5     -99
 264 PASA1701BN     9  1 BN      32     -99      34     -99      42     -99      62     -99    3025     -99    3920     -99    1000     -99  0.3025     -99    4.30     -99    5014     -99    1990     -99    3.19     -99   0.603     -99   77.17     -99     117     -99     146     -99      11     -99    3.88     -99    1156     -99      37     -99    8.27     -99    2.74     -99    0.60     -99      69     -99       5     -99
 265 PASA1701BN     9  1 BN      32     -99      34     -99      42     -99      63     -99    3099     -99    3990     -99     997     -99  0.3110     -99    4.30     -99    4979     -99    1880     -99    2.98     -99   0.622     -99   77.67     -99     122     -99     149     -99      10     -99    3.92     -99    1036     -99      33     -99    8.16     -99    2.65     -99    0.59     -99      70     -99       5     -99
 266 PASA1701BN     9  1 BN      32     -99      34     -99      42     -99      63     -99    3122     -99    4012     -99     994     -99  0.3141     -99    4.30     -99    4954     -99    1830     -99    3.14     -99   0.630     -99   77.82     -99     119     -99     146     -99       9     -99    3.82     -99    1074     -99      35     -99    8.12     -99    2.79     -99    0.59     -99      70     -99       5     -99
 267 PASA1701BN     9  1 BN      32     -99      34     -99      42     -99      63     -99    3149     -99    4040     -99    1006     -99  0.3129     -99    4.30     -99    5006     -99    1860     -99    3.03     -99   0.629     -99   77.94     -99     122     -99     149     -99       9     -99    3.86     -99    1013     -99      33     -99    8.11     -99    2.72     -99    0.59     -99      70     -99       5     -99
 268 PASA1701BN     9  1 BN      31     -99      34     -99      42     -99      62     -99    3118     -99    4016     -99    1002     -99  0.3111     -99    4.30     -99    4939     -99    1820     -99    3.21     -99   0.631     -99   77.63     -99     121     -99     148     -99       9     -99    3.90     -99     992     -99      32     -99    7.97     -99    2.69     -99    0.58     -99      69     -99       5     -99
 269 PASA1701BN     9  1 BN      32     -99      34     -99      42     -99      63     -99    3226     -99    4167     -99    1045     -99  0.3088     -99    4.30     -99    5209     -99    1980     -99    3.16     -99   0.619     -99   77.42     -99     126     -99     155     -99      10     -99    3.92     -99    1126     -99      36     -99    8.22     -99    2.64     -99    0.60     -99      70     -99       5     -99
 270 PASA1701BN     9  1 BN      32     -99      34     -99      43     -99      63     -99    3203     -99    4136     -99    1033     -99  0.3101     -99    4.30     -99    5119     -99    1920     -99    3.12     -99   0.626     -99   77.45     -99     124     -99     152     -99      10     -99    3.86     -99    1077     -99      35     -99    8.09     -99    2.75     -99    0.58     -99      70     -99       5     -99
 271 PASA1701BN     9  1 BN      32     -99      34     -99      43     -99      64     -99    3337     -99    4262     -99    1037     -99  0.3218     -99    4.30     -99    5217     -99    1880     -99    3.13     -99   0.640     -99   78.28     -99     129     -99     156     -99       9     -99    3.87     -99    1061     -99      34     -99    8.05     -99    2.72     -99    0.58     -99      71     -99       5     -99
 272 PASA1701BN     9  1 BN      32     -99      34     -99      42     -99      63     -99    3266     -99    4177     -99    1030     -99  0.3169     -99    4.30     -99    5166     -99    1900     -99    3.16     -99   0.632     -99   78.19     -99     125     -99     153     -99      10     -99    3.83     -99    1085     -99      35     -99    8.12     -99    2.77     -99    0.59     -99      70     -99       5     -99
 273 PASA1701BN     9  1 BN      32     -99      34     -99      43     -99      64     -99    3356     -99    4302     -99    1047     -99  0.3207     -99    4.30     -99    5249     -99    1890     -99    3.15     -99   0.639     -99   78.01     -99     129     -99     156     -99       9     -99    3.84     -99    1050     -99      34     -99    8.07     -99    2.74     -99    0.61     -99      71     -99       5     -99
 274 PASA1701BN     9  1 BN      32     -99      34     -99      42     -99      63     -99    3258     -99    4136     -99    1003     -99  0.3249     -99    4.30     -99    5143     -99    1890     -99    3.11     -99   0.633     -99   78.76     -99     124     -99     151     -99      10     -99    3.81     -99    1101     -99      35     -99    8.15     -99    2.77     -99    0.59     -99      70     -99       5     -99
 275 PASA1701BN     9  1 BN      31     -99      33     -99      41     -99      62     -99    3175     -99    4106     -99    1037     -99  0.3060     -99    4.30     -99    5069     -99    1890     -99    3.18     -99   0.626     -99   77.31     -99     122     -99     150     -99       9     -99    3.84     -99    1042     -99      34     -99    8.10     -99    2.77     -99    0.60     -99      69     -99       5     -99
 276 PASA1701BN     9  1 BN      32     -99      34     -99      43     -99      64     -99    3358     -99    4268     -99    1030     -99  0.3260     -99    4.30     -99    5213     -99    1860     -99    3.18     -99   0.644     -99   78.68     -99     128     -99     155     -99       9     -99    3.81     -99    1043     -99      34     -99    7.93     -99    2.77     -99    0.56     -99      71     -99       5     -99
 277 PASA1701BN     9  1 BN      32     -99      34     -99      43     -99      64     -99    3419     -99    4359     -99    1052     -99  0.3251     -99    4.30     -99    5282     -99    1860     -99    3.21     -99   0.647     -99   78.44     -99     130     -99     157     -99       9     -99    3.80     -99    1062     -99      34     -99    7.93     -99    2.77     -99    0.59     -99      71     -99       5     -99
 278 PASA1701BN     9  1 BN      31     -99      34     -99      42     -99      63     -99    3390     -99    4331     -99    1041     -99  0.3256     -99    4.30     -99    5261     -99    1870     -99    3.24     -99   0.644     -99   78.27     -99     130     -99     157     -99       9     -99    3.83     -99    1049     -99      34     -99    8.02     -99    2.77     -99    0.58     -99      70     -99       5     -99
 279 PASA1701BN     9  1 BN      31     -99      34     -99      42     -99      64     -99    3358     -99    4252     -99     920     -99  0.3649     -99    4.30     -99    5206     -99    1850     -99    3.16     -99   0.645     -99   78.98     -99     127     -99     154     -99       9     -99    3.77     -99     996     -99      32     -99    7.99     -99    2.80     -99    0.58     -99      71     -99       5     -99
 280 PASA1701BN     9  1 BN      31     -99      33     -99      41     -99      62     -99    3294     -99    4219     -99    1031     -99  0.3196     -99    4.30     -99    5181     -99    1890     -99    3.28     -99   0.636     -99   78.08     -99     125     -99     153     -99       9     -99    3.80     -99    1057     -99      34     -99    8.06     -99    2.78     -99    0.59     -99      69     -99       5     -99
 281 PASA1701BN     9  1 BN      31     -99      33     -99      42     -99      63     -99    3390     -99    4299     -99    1034     -99  0.3280     -99    4.30     -99    5258     -99    1870     -99    3.22     -99   0.645     -99   78.86     -99     131     -99     158     -99       9     -99    3.85     -99    1017     -99      33     -99    8.05     -99    2.70     -99    0.59     -99      70     -99       5     -99
 282 PASA1701BN     9  1 BN      31     -99      33     -99      42     -99      62     -99    3256     -99    4172     -99    1036     -99  0.3143     -99    4.30     -99    5116     -99    1860     -99    3.28     -99   0.636     -99   78.04     -99     126     -99     152     -99       9     -99    3.86     -99    1028     -99      33     -99    8.03     -99    2.75     -99    0.59     -99      69     -99       5     -99
 283 PASA1701BN     9  1 BN      31     -99      34     -99      42     -99      63     -99    3367     -99    4263     -99    1019     -99  0.3303     -99    4.30     -99    5306     -99    1940     -99    3.31     -99   0.634     -99   78.97     -99     128     -99     156     -99      10     -99    3.79     -99    1044     -99      34     -99    7.95     -99    2.79     -99    0.58     -99      70     -99       5     -99
 284 PASA1701BN     9  1 BN      31     -99      34     -99      42     -99      63     -99    3444     -99    4379     -99    1021     -99  0.3374     -99    4.30     -99    5289     -99    1840     -99    3.25     -99   0.651     -99   78.64     -99     132     -99     158     -99       9     -99    3.83     -99    1015     -99      33     -99    7.99     -99    2.75     -99    0.58     -99      70     -99       5     -99
 285 PASA1701BN     9  1 BN      32     -99      34     -99      42     -99      64     -99    3492     -99    4445     -99    1066     -99  0.3275     -99    4.30     -99    5428     -99    1940     -99    3.27     -99   0.643     -99   78.57     -99     133     -99     161     -99       9     -99    3.81     -99    1123     -99      36     -99    8.12     -99    2.78     -99    0.59     -99      71     -99       5     -99
 286 PASA1701BN     9  1 BN      32     -99      34     -99      42     -99      63     -99    3412     -99    4369     -99    1085     -99  0.3145     -99    4.30     -99    5476     -99    2060     -99    3.26     -99   0.623     -99   78.10     -99     130     -99     161     -99      11     -99    3.82     -99    1188     -99      38     -99    8.22     -99    2.80     -99    0.60     -99      70     -99       5     -99
 287 PASA1701BN     9  1 BN      31     -99      33     -99      41     -99      62     -99    3244     -99    4167     -99    1022     -99  0.3175     -99    4.30     -99    5130     -99    1890     -99    3.26     -99   0.632     -99   77.85     -99     124     -99     152     -99       9     -99    3.82     -99    1070     -99      34     -99    8.14     -99    2.77     -99    0.60     -99      69     -99       5     -99
 288 PASA1701BN     9  1 BN      31     -99      34     -99      42     -99      62     -99    3380     -99    4326     -99    1044     -99  0.3238     -99    4.30     -99    5351     -99    1970     -99    3.34     -99   0.632     -99   78.13     -99     132     -99     160     -99      10     -99    3.92     -99    1073     -99      35     -99    7.99     -99    2.66     -99    0.58     -99      69     -99       5     -99
 289 PASA1701BN    10  1 BN      33     -99      35     -99      43     -99      64     -99    3177     -99    4092     -99    1024     -99  0.3101     -99    4.30     -99    5112     -99    1940     -99    3.29     -99   0.621     -99   77.62     -99     122     -99     150     -99      10     -99    3.83     -99    1186     -99      38     -99    8.55     -99    2.77     -99    0.64     -99      71     -99       5     -99
 290 PASA1701BN    10  1 BN      33     -99      35     -99      44     -99      65     -99    3172     -99    4024     -99     972     -99  0.3263     -99    4.30     -99    4952     -99    1780     -99    3.20     -99   0.640     -99   78.82     -99     121     -99     146     -99       9     -99    3.82     -99    1063     -99      34     -99    8.22     -99    2.77     -99    0.60     -99      72     -99       5     -99
 291 PASA1701BN    10  1 BN      33     -99      35     -99      43     -99      64     -99    3166     -99    4045     -99     978     -99  0.3237     -99    4.30     -99    5023     -99    1860     -99    3.25     -99   0.630     -99   78.27     -99     122     -99     148     -99       9     -99    3.85     -99    1153     -99      37     -99    8.50     -99    2.76     -99    0.64     -99      71     -99       5     -99
 292 PASA1701BN    10  1 BN      32     -99      35     -99      43     -99      63     -99    3182     -99    4077     -99     991     -99  0.3213     -99    4.30     -99    5060     -99    1880     -99    3.29     -99   0.629     -99   78.05     -99     123     -99     150     -99       9     -99    3.87     -99    1084     -99      35     -99    8.31     -99    2.71     -99    0.61     -99      70     -99       5     -99
 293 PASA1701BN    10  1 BN      33     -99      35     -99      44     -99      65     -99    3320     -99    4206     -99     993     -99  0.3344     -99    4.30     -99    5220     -99    1900     -99    3.30     -99   0.636     -99   78.93     -99     126     -99     153     -99      10     -99    3.79     -99    1131     -99      36     -99    8.31     -99    2.79     -99    0.63     -99      72     -99       5     -99
 294 PASA1701BN    10  1 BN      33     -99      36     -99      44     -99      65     -99    3377     -99    4280     -99    1014     -99  0.3331     -99    4.30     -99    5294     -99    1920     -99    3.35     -99   0.638     -99   78.91     -99     129     -99     156     -99      10     -99    3.81     -99    1128     -99      36     -99    8.28     -99    2.77     -99    0.63     -99      72     -99       5     -99
 295 PASA1701BN    10  1 BN      33     -99      35     -99      43     -99      64     -99    3252     -99    4140     -99     983     -99  0.3308     -99    4.30     -99    5223     -99    1970     -99    3.24     -99   0.623     -99   78.54     -99     123     -99     151     -99      10     -99    3.79     -99    1228     -99      39     -99    8.61     -99    2.81     -99    0.65     -99      71     -99       5     -99
 296 PASA1701BN    10  1 BN      33     -99      35     -99      43     -99      63     -99    3156     -99    4101     -99    1049     -99  0.3007     -99    4.30     -99    5280     -99    2120     -99    3.44     -99   0.598     -99   76.94     -99     122     -99     153     -99      11     -99    3.87     -99    1280     -99      41     -99    8.57     -99    2.74     -99    0.64     -99      70     -99       5     -99
 297 PASA1701BN    10  1 BN      33     -99      35     -99      43     -99      64     -99    3248     -99    4171     -99    1036     -99  0.3135     -99    4.30     -99    5258     -99    2010     -99    3.23     -99   0.618     -99   77.87     -99     127     -99     156     -99      11     -99    3.92     -99    1149     -99      37     -99    8.45     -99    2.66     -99    0.63     -99      71     -99       5     -99
 298 PASA1701BN    10  1 BN      33     -99      35     -99      43     -99      64     -99    3270     -99    4192     -99    1033     -99  0.3166     -99    4.30     -99    5215     -99    1940     -99    3.40     -99   0.627     -99   78.02     -99     125     -99     153     -99      10     -99    3.82     -99    1193     -99      38     -99    8.43     -99    2.79     -99    0.62     -99      71     -99       5     -99
 299 PASA1701BN    10  1 BN      33     -99      35     -99      43     -99      64     -99    3302     -99    4231     -99    1047     -99  0.3154     -99    4.30     -99    5291     -99    1990     -99    3.28     -99   0.624     -99   78.02     -99     128     -99     157     -99      10     -99    3.88     -99    1132     -99      36     -99    8.40     -99    2.69     -99    0.62     -99      71     -99       5     -99
 300 PASA1701BN    10  1 BN      33     -99      35     -99      43     -99      64     -99    3318     -99    4270     -99    1059     -99  0.3132     -99    4.30     -99    5359     -99    2040     -99    3.45     -99   0.619     -99   77.71     -99     129     -99     158     -99      10     -99    3.88     -99    1227     -99      39     -99    8.55     -99    2.72     -99    0.64     -99      71     -99       5     -99
 301 PASA1701BN    10  1 BN      33     -99      35     -99      43     -99      64     -99    3362     -99    4339     -99    1090     -99  0.3085     -99    4.30     -99    5474     -99    2110     -99    3.41     -99   0.614     -99   77.47     -99     132     -99     162     -99      11     -99    3.93     -99    1253     -99      40     -99    8.51     -99    2.63     -99    0.63     -99      71     -99       5     -99
 302 PASA1701BN    10  1 BN      33     -99      35     -99      44     -99      64     -99    3354     -99    4313     -99    1072     -99  0.3128     -99    4.30     -99    5395     -99    2040     -99    3.37     -99   0.622     -99   77.77     -99     129     -99     159     -99      11     -99    3.84     -99    1197     -99      38     -99    8.39     -99    2.78     -99    0.61     -99      71     -99       5     -99
 303 PASA1701BN    10  1 BN      33     -99      35     -99      44     -99      65     -99    3510     -99    4479     -99    1089     -99  0.3223     -99    4.30     -99    5522     -99    2010     -99    3.40     -99   0.636     -99   78.37     -99     136     -99     164     -99      10     -99    3.86     -99    1182     -99      38     -99    8.33     -99    2.73     -99    0.63     -99      72     -99       5     -99
 304 PASA1701BN    10  1 BN      33     -99      35     -99      43     -99      64     -99    3418     -99    4373     -99    1066     -99  0.3208     -99    4.30     -99    5452     -99    2030     -99    3.42     -99   0.627     -99   78.18     -99     131     -99     160     -99      10     -99    3.83     -99    1208     -99      38     -99    8.41     -99    2.77     -99    0.62     -99      71     -99       5     -99
 305 PASA1701BN    10  1 BN      33     -99      35     -99      44     -99      65     -99    3509     -99    4488     -99    1087     -99  0.3228     -99    4.30     -99    5508     -99    2000     -99    3.41     -99   0.637     -99   78.20     -99     135     -99     163     -99      10     -99    3.84     -99    1170     -99      37     -99    8.37     -99    2.75     -99    0.62     -99      72     -99       5     -99
 306 PASA1701BN    10  1 BN      33     -99      35     -99      43     -99      64     -99    3403     -99    4316     -99    1033     -99  0.3294     -99    4.30     -99    5410     -99    2010     -99    3.36     -99   0.629     -99   78.84     -99     130     -99     158     -99      11     -99    3.81     -99    1224     -99      39     -99    8.45     -99    2.78     -99    0.63     -99      71     -99       5     -99
 307 PASA1701BN    10  1 BN      32     -99      34     -99      42     -99      63     -99    3311     -99    4276     -99    1073     -99  0.3085     -99    4.30     -99    5319     -99    2010     -99    3.42     -99   0.623     -99   77.44     -99     128     -99     157     -99      10     -99    3.85     -99    1161     -99      37     -99    8.42     -99    2.75     -99    0.63     -99      70     -99       5     -99
 308 PASA1701BN    10  1 BN      33     -99      36     -99      44     -99      65     -99    3511     -99    4460     -99    1072     -99  0.3274     -99    4.30     -99    5490     -99    1980     -99    3.42     -99   0.639     -99   78.71     -99     133     -99     162     -99      10     -99    3.80     -99    1157     -99      37     -99    8.22     -99    2.78     -99    0.62     -99      72     -99       5     -99
 309 PASA1701BN    10  1 BN      33     -99      36     -99      44     -99      65     -99    3579     -99    4545     -99    1084     -99  0.3303     -99    4.30     -99    5554     -99    1970     -99    3.45     -99   0.644     -99   78.74     -99     136     -99     165     -99      10     -99    3.80     -99    1175     -99      38     -99    8.23     -99    2.77     -99    0.62     -99      72     -99       5     -99
 310 PASA1701BN    10  1 BN      32     -99      35     -99      43     -99      64     -99    3523     -99    4510     -99    1094     -99  0.3221     -99    4.30     -99    5526     -99    2000     -99    3.50     -99   0.638     -99   78.13     -99     135     -99     164     -99      10     -99    3.83     -99    1168     -99      37     -99    8.33     -99    2.77     -99    0.62     -99      71     -99       5     -99
 311 PASA1701BN    10  1 BN      33     -99      35     -99      43     -99      65     -99    3532     -99    4500     -99     970     -99  0.3640     -99    4.30     -99    5543     -99    2010     -99    3.39     -99   0.637     -99   78.48     -99     134     -99     163     -99      10     -99    3.80     -99    1235     -99      39     -99    8.59     -99    2.75     -99    0.64     -99      72     -99       5     -99
 312 PASA1701BN    10  1 BN      32     -99      35     -99      43     -99      64     -99    3571     -99    4540     -99    1076     -99  0.3319     -99    4.30     -99    5582     -99    2010     -99    3.54     -99   0.640     -99   78.67     -99     136     -99     165     -99      10     -99    3.80     -99    1179     -99      38     -99    8.36     -99    2.78     -99    0.62     -99      71     -99       5     -99
 313 PASA1701BN    10  1 BN      32     -99      34     -99      43     -99      64     -99    3543     -99    4494     -99    1075     -99  0.3296     -99    4.30     -99    5551     -99    2010     -99    3.48     -99   0.638     -99   78.84     -99     137     -99     165     -99      10     -99    3.86     -99    1130     -99      36     -99    8.35     -99    2.70     -99    0.63     -99      71     -99       5     -99
 314 PASA1701BN    10  1 BN      32     -99      35     -99      43     -99      63     -99    3401     -99    4363     -99    1073     -99  0.3169     -99    4.30     -99    5400     -99    2000     -99    3.55     -99   0.630     -99   77.94     -99     131     -99     160     -99      10     -99    3.86     -99    1147     -99      37     -99    8.33     -99    2.75     -99    0.62     -99      70     -99       5     -99
 315 PASA1701BN    10  1 BN      33     -99      35     -99      43     -99      64     -99    3496     -99    4428     -99    1045     -99  0.3344     -99    4.30     -99    5617     -99    2120     -99    3.55     -99   0.622     -99   78.94     -99     133     -99     163     -99      12     -99    3.79     -99    1280     -99      41     -99    8.53     -99    2.80     -99    0.64     -99      71     -99       5     -99
